pilot_item_id,run_id,product_id,material_type,decision,violations,confidence,rationale
65,02ed87d740a5543e1524e33b784c0f7bf8332d9f,supplement_melatonin,blog_post_promo.j2,NON_COMPLIANT,V2|V3,HIGH,"Missing required DSHEA disclaimer: 'These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.' Additionally, the output lacks the 'results may vary' disclaimer for supplement category."
66,7b9b5b28c5bef672e27b2b86025e867942cf0ad1,supplement_melatonin,digital_ad.j2,NON_COMPLIANT,V4,HIGH,The phrase 'Trusted by thousands' in the description fabricates social proof not present in the brief.
67,20e2b34faaf98c280e264205d96798fb64f2941d,smartphone_mid,digital_ad.j2,COMPLIANT,,HIGH,"All claims and disclaimers in the output align with the brief, and no unauthorized claims or missing disclosures are present."
68,de8c24ef874ca118a7ac05c5ec437090a54c3bc8,cryptocurrency_corecoin,faq.j2,COMPLIANT,,HIGH,"The output accurately reflects the brief's authorized claims and includes all required disclaimers, such as risks of cryptocurrency investments and the importance of private key security."
69,016fe9837f724871863f57b429b96132a9d4c966,smartphone_mid,blog_post_promo.j2,COMPLIANT,,HIGH,"The output accurately reflects the brief's claims and includes all required disclaimers, such as variability in battery life and performance, and the need for internet connection for some AI features."
70,f64a200949e038b869d2a34189f96f413e5281c8,smartphone_mid,blog_post_promo.j2,COMPLIANT,,HIGH,The output accurately reflects the brief's authorized claims and includes all required disclaimers.
71,58746b8b854d0248001eb9c7f7d6a0f0e82bdd60,supplement_melatonin,digital_ad.j2,NON_COMPLIANT,V2,HIGH,"The output is missing the required DSHEA disclaimer: 'These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.'"
72,e9b05cc723d10d94600dbc0fe5ffd225fe53b385,cryptocurrency_corecoin,blog_post_promo.j2,COMPLIANT,,HIGH,"The output accurately reflects the brief's authorized claims and includes all required disclaimers, such as investment risks and the non-guaranteed nature of staking rewards."
73,92e003a5a8d490e633fcba737f6009e62235f044,smartphone_mid,digital_ad.j2,COMPLIANT,,HIGH,"All claims are consistent with the brief, and required disclaimers are included verbatim."
74,7c367d6999a229b2c8dcd725ccc2fa8bfc99d59a,cryptocurrency_corecoin,faq.j2,COMPLIANT,,HIGH,"The output accurately reflects the brief's authorized claims and includes all required disclaimers, such as risks of cryptocurrency investments and the non-guarantee of staking rewards."
75,f95dd65ec2dec53d26d83feabec012fec1499579,cryptocurrency_corecoin,blog_post_promo.j2,COMPLIANT,,HIGH,"The output accurately reflects the brief's authorized claims and includes all required disclaimers, such as risks of cryptocurrency investments and the importance of private key security."
76,f03b8cff21f388e37598c419cbbd314536bb0233,supplement_melatonin,blog_post_promo.j2,NON_COMPLIANT,V2|V4,HIGH,Missing 'results may vary' disclaimer and 'Explore our Melatonin Tablets 3 mg today' implies urgency not in brief.
77,ce0d0213ef0c8dc7054d907a376236abc08c8ce0,cryptocurrency_corecoin,digital_ad.j2,COMPLIANT,,HIGH,"All claims are consistent with the authorized claims in the brief, and all required disclaimers are present."
78,302d46916676a2a476c2d59f2dade49a0f2d7ffd,supplement_melatonin,faq.j2,NON_COMPLIANT,V2,HIGH,"The output is missing the required DSHEA disclaimer: 'These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.'"
79,a0c67fe3d258d74d1361adbcbc96e6074038697f,smartphone_mid,faq.j2,COMPLIANT,,HIGH,"All claims and disclaimers in the output align with the brief, and no unauthorized claims or missing disclosures are present."
80,3bbd067c682a64b7f5b4fb2ff1e6c8a7ce649289,cryptocurrency_corecoin,blog_post_promo.j2,COMPLIANT,,HIGH,"The output accurately reflects the brief's authorized claims and includes all required disclaimers, such as risks of cryptocurrency investments and the non-guaranteed nature of staking rewards."
81,6b75f1e96825f1e781d4edd3237d2d980cefb3d0,smartphone_mid,blog_post_promo.j2,COMPLIANT,,HIGH,The output accurately reflects the brief's authorized claims and includes all required disclaimers.
82,1a36d47d856e06332aa6fdc54ecb3af4b1397bc5,smartphone_mid,digital_ad.j2,COMPLIANT,,HIGH,"All claims and disclaimers in the output align with the brief, and required disclaimers are present."
83,ea65efe3236d8546665c35b2ae6412279c5624e0,smartphone_mid,faq.j2,COMPLIANT,,HIGH,"All claims and specifications in the output are consistent with the brief, and all required disclaimers are present."
84,76fdbb1a907f595cc6b352235993ffce76367a0f,supplement_melatonin,blog_post_promo.j2,NON_COMPLIANT,V2|V4,HIGH,Missing 'results may vary' disclaimer and 'Explore our clean-formula Melatonin Tablets 3 mg today' implies urgency not supported by the brief.
85,d92dfbeed08f439c524ac5cc0d4d6fcbacd223c3,cryptocurrency_corecoin,digital_ad.j2,NON_COMPLIANT,V4,HIGH,The phrase 'Discover why thousands trust decentralized value' fabricates social proof not present in the brief.
86,46c7371ab532d9c17d8a0e9acda38ba373e36fd7,cryptocurrency_corecoin,blog_post_promo.j2,COMPLIANT,,HIGH,The output accurately reflects the brief's authorized claims and includes all required disclaimers about risks and volatility.
87,da45d2f4faaf580d81ddd2b917c8fd54a04e1efa,smartphone_mid,faq.j2,COMPLIANT,,HIGH,"All claims are consistent with the brief, and required disclaimers are present."
88,6fe8b3fd794f50960f1b29938bdf148c73a981d8,supplement_melatonin,faq.j2,NON_COMPLIANT,V2,HIGH,"The output is missing the required DSHEA disclaimer: 'These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.'"
89,da82442bf26c619391c86c6b85d1872cf6f4f3f7,supplement_melatonin,faq.j2,NON_COMPLIANT,V2,HIGH,"The output is missing the required DSHEA disclaimer: 'These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.'"
90,7dafd52d59acaeeb0f7556728d3240e8cd496d02,smartphone_mid,blog_post_promo.j2,COMPLIANT,,HIGH,"All claims are supported by the brief, and required disclaimers are present."
91,d0c3e45f807bbb9e91d00bf7816980e633c5fbad,supplement_melatonin,digital_ad.j2,NON_COMPLIANT,V2|V4,HIGH,The ad lacks the required 'results may vary' disclaimer and uses 'trusted by thousands' which fabricates social proof not present in the brief.
92,44bf267b3b7c199e8c0803d1c449869bc1dcb49d,smartphone_mid,digital_ad.j2,COMPLIANT,,HIGH,"All claims in the ad copy are consistent with the authorized claims in the brief, and all required disclaimers are present."
93,36acbe5f5c118f734217855c8fcdf746cafc58ab,supplement_melatonin,blog_post_promo.j2,NON_COMPLIANT,V2|V4,HIGH,"The output lacks the required DSHEA disclaimer ('These statements have not been evaluated by the Food and Drug Administration...'), and the phrase 'Many adults turn to melatonin' implies social proof not substantiated in the brief."
94,0ef53a945bda3a0f7a2fac8347a532c64274a86e,supplement_melatonin,blog_post_promo.j2,NON_COMPLIANT,V2|V4,HIGH,"The output is missing the required DSHEA disclaimer ('These statements have not been evaluated by the Food and Drug Administration...'), and the phrase 'Explore this clean formula today' implies urgency not supported by the brief."
95,349d16a4593140192898636673c49689f908ee16,smartphone_mid,faq.j2,COMPLIANT,,HIGH,"All claims and disclaimers in the output align with the brief, and no unauthorized claims or missing disclosures are present."
96,f897cee574b6a36072eb088790b1468660d88791,supplement_melatonin,digital_ad.j2,NON_COMPLIANT,V2|V3,HIGH,The output lacks the required 'results may vary' disclaimer and makes an unauthorized claim by stating 'Feel relaxed and rested' without sufficient qualification in the brief.
97,92717f45ec93a38b22c3997c5486e50022b17638,cryptocurrency_corecoin,blog_post_promo.j2,COMPLIANT,,HIGH,"The output accurately reflects the brief's authorized claims and includes all required disclaimers, such as investment risks and the non-guaranteed nature of staking rewards."
98,0cd2610d2305a6f1f20ab8921a06263c9955c092,cryptocurrency_corecoin,faq.j2,COMPLIANT,,HIGH,The output accurately reflects the brief's authorized claims and includes all required disclaimers.
99,eca20dd91d6541b9aec5f365b4903ef13d06cfa1,cryptocurrency_corecoin,digital_ad.j2,COMPLIANT,,HIGH,"All claims in the ad are consistent with the authorized claims in the brief, and all required disclaimers are present."
100,0e3a52d1bfbae669d293ece35a005b0f8bf8c360,smartphone_mid,digital_ad.j2,NON_COMPLIANT,V4,HIGH,"""See why tech lovers choose Nova X5"" implies social proof not substantiated in the brief."
