Filename,Status,Violated_Rule,Extracted_Claim,Confidence_Score,Claude_Explanation,Severity,Recommended_Action,run_id,product_id,material_type,extraction_retry_count,extraction_error_type,extraction_api_latency_ms,extraction_prompt_tokens,extraction_completion_tokens,extraction_model_version
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,Supports Bluetooth 5.x,Nova X5 5G Smartphone supports LTE fallback,0.9551,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,Supports Bluetooth 5.x,Nova X5 5G Smartphone supports Wi-Fi 6/6E,0.9555,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,Supports Wi-Fi 6/6E,Nova X5 5G Smartphone supports Bluetooth 5.x,0.9793,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,Supports Bluetooth 5.x,Nova X5 5G Smartphone supports NFC,0.9821,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,Supports LTE fallback,"Nova X5 5G Smartphone supports GPS (GPS, GLONASS, Galileo, BeiDou)",0.9541,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,Does NOT support mmWave 5G,Nova X5 5G Smartphone includes single nano-SIM capability,0.9146,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,Does NOT support mmWave 5G,Nova X5 5G Smartphone includes eSIM capability,0.9129,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,Does NOT support wireless charging,Actual battery life and performance may vary over the 7-year support period,0.9508,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,Secure boot and verified boot,Not all new software features released during the 7 years will be supported by older hardware,0.9514,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,FAIL,No wireless charging capability,Battery capacity will degrade over time with normal Li-ion aging,0.9430,,,,65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,0,none,6724,1500,669,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Ultra-wide camera is 12 MP,Nova X5 5G Smartphone features a 50 MP main camera,1.0000,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Main camera is 50 MP,Nova X5 5G Smartphone features a 12 MP ultra-wide camera,1.0000,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Main camera is 50 MP,Nova X5 5G Smartphone features a 10.8 MP front-facing camera,1.0000,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,No wireless charging capability,Nova X5 5G Smartphone has a battery capacity ranging from 4700 to 5000 mAh,0.9884,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,No wireless charging capability,Battery capacity depends on the region,0.9651,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,No wireless charging capability,Nova X5 5G Smartphone supports USB-C fast charging between 30 to 45W,0.9988,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Uses Tensor G4 chipset,Nova X5 5G Smartphone provides enhanced security through the Titan M2 security coprocessor,0.9814,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Display is NOT 6.5 inches,"Nova X5 5G Smartphone features a 6.3"" Actua OLED display",0.9813,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Display is Actua OLED,Nova X5 5G Smartphone display has a 120 Hz refresh rate,0.9555,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Does NOT support expandable storage,"Nova X5 5G Smartphone offers storage options of 128 GB, 256 GB, or 512 GB",0.9935,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,No expandable storage via microSD,Storage uses UFS 3.1 technology,0.9529,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,No wireless charging capability,AI tools are powered by Tensor G4 NPU,0.9750,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Does NOT support mmWave 5G,Nova X5 5G Smartphone features a hybrid AI system,0.9361,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Does NOT support wireless charging,Actual battery life and performance may vary over the 7-year support period,0.9508,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,Secure boot and verified boot,Not all new software features released during the 7 years will be supported by older hardware,0.9514,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,FAIL,No wireless charging capability,Battery capacity will degrade over time with normal Li-ion aging,0.9430,,,,1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,0,none,5900,1483,591,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Has Titan M2 security coprocessor,Nova X5 5G features a Tensor G4 chipset,0.9738,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Display is NOT 6.5 inches,Nova X5 5G has a 6.3 inch Actua OLED display,0.9868,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Display is Actua OLED,Nova X5 5G display has a 120 Hz refresh rate,0.9459,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Ultra-wide camera is 12 MP,Nova X5 5G has a camera system with a 50 MP main camera,1.0000,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Supports Wi-Fi 6/6E,Nova X5 5G supports 5G,0.9137,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Does NOT support expandable storage,Nova X5 5G offers storage options up to 512 GB,0.9954,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Does NOT support expandable storage,"Nova X5 5G offers internal storage options of 128 GB, 256 GB, or 512 GB UFS 3.1",0.9878,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Uses Tensor G4 chipset,Nova X5 5G is equipped with the Titan M2 security coprocessor,0.9866,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Does NOT support Wi-Fi 7,Nova X5 5G provides guaranteed OS and security updates for a period of seven years,0.9271,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,No wireless charging capability,Nova X5 5G has a battery capacity ranging from 4700 to 5000 mAh depending on the region,0.9966,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,No wireless charging capability,Nova X5 5G supports 30 to 45W USB-C fast charging,0.9989,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Dimensions approximately 152 × 72 × 8.7 mm,Nova X5 5G does not include a 3.5mm headphone jack,1.0000,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Display is Actua OLED,Nova X5 5G supports high-resolution audio through USB-C,0.9504,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,No wireless charging capability,Nova X5 5G has regional variations in features such as battery capacity and charger availability,0.9976,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Display is Actua OLED,Nova X5 5G supports 5G Sub-6 GHz and LTE fallback,0.9110,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Does NOT support wireless charging,Actual battery life and performance may vary over the 7-year support period,0.9508,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,Secure boot and verified boot,Not all new software features released during the 7 years will be supported by older hardware,0.9514,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,FAIL,No wireless charging capability,Battery capacity will degrade over time with normal Li-ion aging,0.9430,,,,c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,0,none,5486,1530,559,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Ultra-wide camera is 12 MP,Nova X5 features a 50 MP main camera,1.0000,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Has stereo speakers with noise reduction,Nova X5 main camera has Optical Image Stabilization (OIS),0.9178,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Main camera is 50 MP,Nova X5 features a 12 MP ultra-wide camera,1.0000,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,No wireless charging capability,Nova X5 is powered by the Tensor G4 NPU,0.9887,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,No wireless charging capability,Nova X5 has real-time AI-powered image processing,0.9078,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Display is NOT 6.5 inches,"Nova X5 showcases a 6.3"" Actua OLED display",0.9829,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Does NOT support expandable storage,"Nova X5 offers storage options of 128 GB, 256 GB, and 512 GB UFS 3.1",0.9943,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,RAM is NOT 16 GB,Nova X5 offers RAM configurations of 8 GB or 12 GB LPDDR5X,1.0000,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Display is Actua OLED,Nova X5 supports 5G Sub-6 GHz,0.9061,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Supports Bluetooth 5.x,Nova X5 supports LTE fallback,0.9606,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Supports Bluetooth 5.x,Nova X5 supports Wi-Fi 6/6E,0.9618,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Supports Wi-Fi 6/6E,Nova X5 supports Bluetooth 5.x,0.9774,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Supports LTE fallback,Nova X5 features NFC for contactless payments and data transfer,0.9876,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,USB-C audio support,Nova X5 supports GPS with multiple global navigation systems,0.9393,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,No wireless charging capability,Nova X5 offers AI-powered real-time tools for live translation,0.9766,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Does NOT support wireless charging,Actual battery life and performance may vary over the 7-year support period,0.9508,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,Secure boot and verified boot,Not all new software features released during the 7 years will be supported by older hardware,0.9514,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,FAIL,No wireless charging capability,Battery capacity will degrade over time with normal Li-ion aging,0.9430,,,,dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,0,none,5457,1508,581,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Has Titan M2 security coprocessor,Nova X5 5G features a Tensor G4 chipset,0.9738,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Display is NOT 6.5 inches,Nova X5 5G features a 6.3 inch Actua OLED display,0.9893,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Display is Actua OLED,Nova X5 5G display has 120 Hz refresh,0.9150,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Ultra-wide camera is 12 MP,Nova X5 5G features advanced computational photography via a 50 MP main camera,1.0000,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Supports Wi-Fi 6/6E,Nova X5 5G offers 5G support,0.9418,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Supports Bluetooth 5.x,Nova X5 5G offers Wi-Fi 6/6E,0.9437,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Supports Wi-Fi 6/6E,Nova X5 5G offers a pure Android experience,0.9397,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Does NOT support Wi-Fi 7,Nova X5 5G provides seven years of OS updates,0.9225,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Does NOT support Wi-Fi 7,Nova X5 5G provides seven years of security updates,0.9442,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Does NOT support expandable storage,Nova X5 5G offers internal storage options of 128 GB,0.9834,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Does NOT support expandable storage,Nova X5 5G offers internal storage options of 256 GB,0.9869,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Does NOT support expandable storage,Nova X5 5G offers internal storage options of 512 GB,0.9847,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Does NOT support expandable storage,Nova X5 5G uses UFS 3.1 for storage,0.9020,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,No wireless charging capability,Nova X5 5G features a 4700–5000 mAh Li-ion battery depending on the region,0.9950,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,No wireless charging capability,Nova X5 5G features USB-C fast charging at 30–45W,0.9989,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,No wireless charging capability,Nova X5 5G provides real-time AI-powered tools for live translation,0.9950,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,No wireless charging capability,Nova X5 5G provides real-time AI-powered tools for image processing,0.9904,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,RAM is LPDDR5X type,Nova X5 5G features a premium build with an aluminum frame,0.9308,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Does NOT support wireless charging,Actual battery life and performance may vary over the 7-year support period,0.9508,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
3bffd939c48c0a1720192af14b45378535bdd34a.txt,FAIL,Secure boot and verified boot,Not all new software features released during the 7 years will be supported by older hardware,0.9514,,,,3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,0,none,6930,1484,698,gpt-4o-2024-08-06
