run_id,video_id,channel_id,channel_niche,comment_db_id,comment_rank,rank,is_skeptical,top_comment_skeptical,top_comment_like_count,top_comment_like_count_z,hours_since_top_comment,hours_since_top_comment_z,comment_timestamp,top_comment_timestamp,comment_text
20,0JnWV5n1TJA,UC2UXDak6o7rBm23k3Vv5dww,Tech,19071,8,8,0,1,2,-0.21645413110855813,24.23,-0.20805691962645123,2026-03-06 17:16:21+00:00,2026-03-05 17:02:33+00:00,Hey Tina i found a big gap in AI industries that no one is solving wanna discuss with you
20,0JnWV5n1TJA,UC2UXDak6o7rBm23k3Vv5dww,Tech,19072,9,9,0,1,2,-0.21645413110855813,24.358888888888888,-0.20797750755662364,2026-03-06 17:24:05+00:00,2026-03-05 17:02:33+00:00,👍
23,0M__fXY-rFs,UCcmt14iMeqsrE1Iu2LBl9Nw,Beauty,27647,2,2,0,0,2,-0.21645413110855813,0.0,-0.2229857041672314,2026-03-04 12:02:55+00:00,2026-03-04 16:32:45+00:00,Sem comentários kkl coisas sem nexo
23,0M__fXY-rFs,UCcmt14iMeqsrE1Iu2LBl9Nw,Beauty,27648,3,3,0,0,2,-0.21645413110855813,0.0,-0.2229857041672314,2026-03-04 13:41:54+00:00,2026-03-04 16:32:45+00:00,Co to je
24,0ZsST7nZiBs,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31424,2,2,0,0,217,-0.20461868690822946,0.13305555555555557,-0.2229037248968706,2025-01-24 16:33:41+00:00,2025-01-24 16:25:42+00:00,"How ridiculous, people should be able to do whatever damce they want. No wonder why us Gen Z's are so fucking lonely."
24,0ZsST7nZiBs,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31427,5,3,0,0,217,-0.20461868690822946,8.299444444444445,-0.2178721829984619,2025-01-25 00:43:40+00:00,2025-01-24 16:25:42+00:00,"If i were to go to a club alone, i would sitting on a chair while i watch other people dance while listening to the music and maybe occasionally go on my phone, it may sound weird but im not really a dancer but Atleast im not stopping people from dancing"
24,0r-7skoyWkE,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31457,2,2,0,0,83,-0.21199519631680638,0.6644444444444444,-0.22257632125553395,2025-01-23 19:14:38+00:00,2025-01-23 18:34:46+00:00,Like the wife thinks she wouldn’t have an “ick”
24,0r-7skoyWkE,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31458,3,3,0,0,83,-0.21199519631680638,0.08194444444444444,-0.2229352158900781,2025-01-23 18:39:41+00:00,2025-01-23 18:34:46+00:00,What's next? Breathing is an Ick?
24,1-FshgSLleM,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,32974,2,2,0,0,3,-0.21639908253088216,0.0,-0.2229857041672314,2025-09-03 20:32:37+00:00,2025-09-04 00:01:07+00:00,Wow! That's a throwback!!! Before female LE were commonplace! ✌🏼
24,1-FshgSLleM,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,32975,3,3,0,0,3,-0.21639908253088216,0.0,-0.2229857041672314,2025-09-03 21:26:23+00:00,2025-09-04 00:01:07+00:00,I wanted to be Christine Cagney when I grew up 😂😂
24,1-FshgSLleM,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,32978,6,4,0,0,3,-0.21639908253088216,0.0,-0.2229857041672314,2025-09-03 20:11:28+00:00,2025-09-04 00:01:07+00:00,"I would have picked Smith and Wesson, but it wasn’t an option!!! Who loves ya’ Sarge???❤❤❤😂🤗🤭"
23,13ezaoZz7mY,UCL1VdVcXmP5sQyVLt81QMyg,Lifestyle,30644,3,2,0,0,0,-0.21656422826391003,0.0,-0.2229857041672314,2024-12-23 00:44:10+00:00,2024-12-23 00:44:10+00:00,capitalism
23,1BEVjbO9KKo,UCv3ZocWMnZw3aljHs4irOzA,Tech,26620,1,2,0,0,2,-0.21645413110855813,0.0,-0.2229857041672314,2026-01-22 22:49:08+00:00,2026-01-22 22:49:08+00:00,Link bruhh..
22,1BEVjbO9KKo,UCv3ZocWMnZw3aljHs4irOzA,Tech,23655,2,3,0,0,2,-0.21645413110855813,834.8966666666666,0.29141761611680583,2026-02-26 17:42:56+00:00,2026-01-22 22:49:08+00:00,No video and no link?
23,1BEVjbO9KKo,UCv3ZocWMnZw3aljHs4irOzA,Tech,26621,2,4,0,0,2,-0.21645413110855813,834.8966666666666,0.29141761611680583,2026-02-26 17:42:56+00:00,2026-01-22 22:49:08+00:00,No video and no link?
23,1BnKmdQeRg8,UCDma-UpDUSHV252QedH6vSg,Beauty,26922,1,2,0,0,260,-0.2022515980681637,0.0,-0.2229857041672314,2026-01-21 03:59:30+00:00,2026-01-21 03:59:30+00:00,INFLUENCERS HAVE RUINED MAKEUP! They lie and convince consumers to buy products they get for free! No authenticity anymore! Sickening.
22,1BnKmdQeRg8,UCDma-UpDUSHV252QedH6vSg,Beauty,23959,2,3,0,0,260,-0.2022515980681637,0.0,-0.2229857041672314,2026-01-19 23:29:08+00:00,2026-01-21 03:59:30+00:00,Brands Going Under 2026 Color Pop Urban Decay Too Faced KVD Beauty Kat Von D Revlon Smash Box Huda Beauty Anastasia Eye Brows Tarte Natural line
23,1BnKmdQeRg8,UCDma-UpDUSHV252QedH6vSg,Beauty,26923,2,4,0,0,260,-0.2022515980681637,0.0,-0.2229857041672314,2026-01-19 23:29:08+00:00,2026-01-21 03:59:30+00:00,Brands Going Under 2026 Color Pop Urban Decay Too Faced KVD Beauty Kat Von D Revlon Smash Box Huda Beauty Anastasia Eye Brows Tarte Natural line
22,1BnKmdQeRg8,UCDma-UpDUSHV252QedH6vSg,Beauty,23960,3,5,0,0,260,-0.2022515980681637,0.0,-0.2229857041672314,2026-01-20 00:57:33+00:00,2026-01-21 03:59:30+00:00,So much of this stuff has become way too expensive and repetitive it’s just not worth it at this point !
23,1BnKmdQeRg8,UCDma-UpDUSHV252QedH6vSg,Beauty,26924,3,6,0,0,260,-0.2022515980681637,0.0,-0.2229857041672314,2026-01-20 00:57:33+00:00,2026-01-21 03:59:30+00:00,So much of this stuff has become way too expensive and repetitive it’s just not worth it at this point !
24,1_rQR_VeXPc,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,32939,2,2,0,0,2,-0.21645413110855813,1.2594444444444444,-0.22220972501939015,2025-09-06 21:33:55+00:00,2025-09-06 20:18:21+00:00,"Vic ""the ends justify the means"" Mackey. That show had some complex characters and serious ""drama"" in the plots! Also this would have been a good one for your theme song series! ""Livin' the good life"" 😊"
24,1_rQR_VeXPc,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,32940,3,3,0,0,2,-0.21645413110855813,1.6516666666666666,-0.22196806587586307,2025-09-06 21:57:27+00:00,2025-09-06 20:18:21+00:00,Got it.❤❤❤
24,1crk7Na2h3w,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,32162,2,2,0,0,34103,1.6607574162189216,0.0,-0.2229857041672314,2021-12-01 19:41:12+00:00,2021-12-09 04:46:09+00:00,The second clip is legitimately endangering the lives of other people. That driver needs to be off the roads.
24,1crk7Na2h3w,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,32163,3,3,0,0,34103,1.6607574162189216,4289.385,2.4198250460372392,2022-06-05 22:09:15+00:00,2021-12-09 04:46:09+00:00,"0:42 - Ah yes, Overtaking while going around a corner on double yellow lines, truly the peak of human evolution right here not asking to cause an accident."
24,1crk7Na2h3w,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,32164,4,4,0,0,34103,1.6607574162189216,3749.9155555555553,2.0874427471331742,2022-05-14 10:41:05+00:00,2021-12-09 04:46:09+00:00,A lot of American drivers have a serious misconception with what “cutting off” and “normal merging flows of traffic” are.
24,1crk7Na2h3w,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,32165,5,5,0,0,34103,1.6607574162189216,0.0,-0.2229857041672314,2021-12-05 20:45:27+00:00,2021-12-09 04:46:09+00:00,"Can we all just take a sec to really appreciate the guy who hit a tyre on the highway! What a combination of sheer skill and luck to 360 and come within inches of the divider, you sir deserve free underwear for life"
24,1crk7Na2h3w,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,32166,6,6,0,0,34103,1.6607574162189216,3290.0658333333336,1.8041163986315998,2022-04-25 06:50:06+00:00,2021-12-09 04:46:09+00:00,"Remember kids, just because you’re the one with the camera doesn’t mean you’re in the right!"
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31008,2,2,1,1,459,-0.1912969311106502,0.0,-0.2229857041672314,2025-03-06 14:14:57+00:00,2025-03-06 14:37:50+00:00,"I hate when ai is used for this kind of stuff,especially for ""art"". Ai ""art"" is not art."
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31009,3,3,1,1,459,-0.1912969311106502,1.3347222222222221,-0.22216334426308998,2025-03-06 15:57:55+00:00,2025-03-06 14:37:50+00:00,As an author this hurts me
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31010,4,4,1,1,459,-0.1912969311106502,0.0,-0.2229857041672314,2025-03-06 14:25:15+00:00,2025-03-06 14:37:50+00:00,Just because it’s easier doesn’t mean it’s better.
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31011,5,5,1,1,459,-0.1912969311106502,0.0,-0.2229857041672314,2025-03-06 14:27:58+00:00,2025-03-06 14:37:50+00:00,"My dad and stepmom totally bought winter scene AI puzzles. But here's the thing, they didn't understand it was AI. I had to take it over to them and tell them look at the snowflakes, look at these random animals playing of different sizes, look at how the shadow person on the bridge just disappears. People are going to buy them because it's a glowy photo"
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31012,6,6,1,1,459,-0.1912969311106502,0.0,-0.2229857041672314,2025-03-06 14:09:22+00:00,2025-03-06 14:37:50+00:00,Let’s also not forget about mangas
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31013,7,7,1,1,459,-0.1912969311106502,0.0,-0.2229857041672314,2025-03-06 14:06:06+00:00,2025-03-06 14:37:50+00:00,Wow. There’s always that weird glossy feel with those ai images. Wow. Very weird
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31014,8,8,1,1,459,-0.1912969311106502,0.0,-0.2229857041672314,2025-03-06 14:32:40+00:00,2025-03-06 14:37:50+00:00,"Sure, real human worker might not be perfect. BUT THEY DON’T HAVE TO BE, THEY’RE HUMANS"
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31015,9,9,1,1,459,-0.1912969311106502,4.962777777777778,-0.21992799718546432,2025-03-06 19:35:36+00:00,2025-03-06 14:37:50+00:00,It's literally not art the definition of art is the HUMAN expression of feeling through an illustration
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31016,10,10,1,1,459,-0.1912969311106502,0.7844444444444445,-0.22250238588017723,2025-03-06 15:24:54+00:00,2025-03-06 14:37:50+00:00,"So sad. The glossy look in AI art is because the AI generator is trained on already existing AI art. AI is basically eating itself. So worried for the artists of this generation. Human creativity is so precious, but yet greedy companies chase after some glossy, fake, slop because its cheaper."
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31017,11,11,1,1,459,-0.1912969311106502,797.46,0.268351832765932,2025-04-08 20:05:26+00:00,2025-03-06 14:37:50+00:00,WERES THE RAINBOW FISH??? THE HUNGRY CATTERPILLAR? What happened to those 😭
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31018,12,12,1,1,459,-0.1912969311106502,1.4533333333333334,-0.22209026462124432,2025-03-06 16:05:02+00:00,2025-03-06 14:37:50+00:00,Man! I remember all these wimp kids books in the 2010s! What kind of people are that lazy?!!
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31019,13,13,1,1,459,-0.1912969311106502,0.0,-0.2229857041672314,2025-03-06 14:18:45+00:00,2025-03-06 14:37:50+00:00,I am afraid for the future of society.
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31020,14,14,1,1,459,-0.1912969311106502,1.398611111111111,-0.2221239805215806,2025-03-06 16:01:45+00:00,2025-03-06 14:37:50+00:00,As someone that's published her work before and wants to publish more this hurts to see 😭
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31021,15,15,1,1,459,-0.1912969311106502,16.210277777777776,-0.21299809606609063,2025-03-07 06:50:27+00:00,2025-03-06 14:37:50+00:00,"Wtf. I am gonna pass down all my manga to my sister, she doesnt deserve ai, she deserve real drawings"
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31022,16,16,1,1,459,-0.1912969311106502,6.107777777777778,-0.21922253047893553,2025-03-06 20:44:18+00:00,2025-03-06 14:37:50+00:00,"AI ""Absolute Insanity!"""
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31023,17,17,1,1,459,-0.1912969311106502,6.643888888888889,-0.2188922173436612,2025-03-06 21:16:28+00:00,2025-03-06 14:37:50+00:00,NEVER FORGET THE CLASSICS❤
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31024,18,18,0,1,459,-0.1912969311106502,0.12527777777777777,-0.2229085170045326,2025-03-06 14:45:21+00:00,2025-03-06 14:37:50+00:00,Kinda off topic but… I’ve never seen a soft cover for Diary of a Wimpy Kid omg😭
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31025,19,19,1,1,459,-0.1912969311106502,744.8333333333334,0.23592706315115183,2025-04-06 15:27:50+00:00,2025-03-06 14:37:50+00:00,"My teacher enrolled me and a few of my classmates for a competition,and my team acted. Like literal human beings! Another team had their ENTIRE video made by ai . VOICES,BACKGROUNDS,IMAGES. 😭 Like what the hell?! I had to write a script,another girl edited our clip but atleast our work was made by us...not algorithms."
24,1h8F_6_WDXM,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31026,20,20,1,1,459,-0.1912969311106502,3751.551388888889,2.0884506300625167,2025-08-09 22:10:55+00:00,2025-03-06 14:37:50+00:00,As a person who’s writing a book rn this is so sad😢
20,1kFouZyNWoc,UC2UXDak6o7rBm23k3Vv5dww,Tech,19230,2,2,0,0,45,-0.2140870422684924,15.258055555555556,-0.2135847869612825,2025-11-24 12:50:01+00:00,2025-11-23 21:34:32+00:00,Wild to see ChatGPT beat Claude .
11,1uCE0uoKXL8,UC2UXDak6o7rBm23k3Vv5dww,Tech,4563,3,2,0,0,34,-0.21469257662292782,0.0,-0.2229857041672314,2026-02-12 15:40:28+00:00,2026-02-13 04:47:14+00:00,How you're using N8N locally or paid version?
11,1uCE0uoKXL8,UC2UXDak6o7rBm23k3Vv5dww,Tech,4568,8,3,0,0,34,-0.21469257662292782,276.38138888888886,-0.05269935642460679,2026-02-24 17:10:07+00:00,2026-02-13 04:47:14+00:00,"I don't how anyone can even afford to learn about AI workflows without utilizing open source models. I have my own N8N server calling open source models on my inference machine, and an rpi web server that can call my open source AI from a web domain. It's amazing how capable open source models are. They coded me some great classic games in JavaScript, and even told me exactly how to host them on my own web domain. I have NEVER paid for AI API calls."
11,1uCE0uoKXL8,UC2UXDak6o7rBm23k3Vv5dww,Tech,4575,15,4,1,0,34,-0.21469257662292782,0.0,-0.2229857041672314,2026-02-12 21:14:15+00:00,2026-02-13 04:47:14+00:00,Another fake AI guru grifting on some basic N8N course...
24,2-IS0mdHRcA,UCU50nZ8uR7saB_-Tpr7zJLw,Tech,30828,2,2,0,0,1,-0.21650917968623407,8.891388888888889,-0.21750746937604243,2026-02-21 00:45:29+00:00,2026-02-20 15:52:00+00:00,If I’m not in the USA can I use a proxy or vpn or should I not
24,2-IS0mdHRcA,UCU50nZ8uR7saB_-Tpr7zJLw,Tech,30829,3,3,0,0,1,-0.21650917968623407,6.521944444444444,-0.21896735074593346,2026-02-20 22:23:19+00:00,2026-02-20 15:52:00+00:00,Just one word love ❤
24,2BnImH8cLZM,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,32862,2,2,0,0,10,-0.21601374248715055,0.8933333333333333,-0.22243529637290907,2025-10-24 15:14:26+00:00,2025-10-24 14:20:50+00:00,Rest in Peace Shannan ✝️🙏💜🕯️🕊️
24,2BnImH8cLZM,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,32863,3,3,0,0,10,-0.21601374248715055,3.0405555555555557,-0.22111233236478978,2025-10-24 17:23:16+00:00,2025-10-24 14:20:50+00:00,Thank you Sarge. What a beautiful video. 💝
24,2BnImH8cLZM,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,32865,5,4,0,0,10,-0.21601374248715055,4.071944444444444,-0.22047686465946673,2025-10-24 18:25:09+00:00,2025-10-24 14:20:50+00:00,"I was literally sobbing a little while ago listening to the song ""Independence Day"" sung by Martina McBride, thinking about how many people are abused and have their lives stolen with no way to escape and no one to help them. This is why I am drawn to True Crime, because it is about seeking justice for victims who can't seek it for themselves. Thanks, Sarge and Squad 💜🕊💔❤️‍🩹❤️‍🔥🕊💜"
23,2H_8YCe2uY8,UCMi2_TIHEVFWv7GBOtx6YnA,Tech,26685,1,2,0,0,2,-0.21645413110855813,0.0,-0.2229857041672314,2024-05-20 02:13:43+00:00,2024-05-20 02:13:43+00:00,Helpful for students 🎉
22,2H_8YCe2uY8,UCMi2_TIHEVFWv7GBOtx6YnA,Tech,23720,2,3,0,0,2,-0.21645413110855813,0.0,-0.2229857041672314,2024-05-19 08:49:40+00:00,2024-05-20 02:13:43+00:00,For demo and other details checkout this video - https://youtu.be/gQK90ba0C-w?si=ftQOuXgTtmzwVZtj
23,2H_8YCe2uY8,UCMi2_TIHEVFWv7GBOtx6YnA,Tech,26686,2,4,0,0,2,-0.21645413110855813,0.0,-0.2229857041672314,2024-05-19 08:49:40+00:00,2024-05-20 02:13:43+00:00,For demo and other details checkout this video - https://youtu.be/gQK90ba0C-w?si=ftQOuXgTtmzwVZtj
23,2H_8YCe2uY8,UCMi2_TIHEVFWv7GBOtx6YnA,Tech,26687,3,5,0,0,2,-0.21645413110855813,1.0455555555555556,-0.22234150798009544,2024-05-20 03:16:27+00:00,2024-05-20 02:13:43+00:00,❤❤❤❤❤
24,2TQrbzVJEM8,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31404,2,2,0,0,459,-0.1912969311106502,0.5988888888888889,-0.2226167118772566,2025-01-25 19:01:27+00:00,2025-01-25 18:25:31+00:00,"I never understood that. When I get food, I'm grabbing some for EVERYONE. Feeling left out is painful, I couldn't do it. My family is my tribe. 💯"
24,2TQrbzVJEM8,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31405,3,3,0,0,459,-0.1912969311106502,1.1083333333333334,-0.22230282882539493,2025-01-25 19:32:01+00:00,2025-01-25 18:25:31+00:00,"""we didn't want to wake you up"""
24,2TQrbzVJEM8,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,31406,4,4,0,0,459,-0.1912969311106502,0.305,-0.2227977850881997,2025-01-25 18:43:49+00:00,2025-01-25 18:25:31+00:00,makes me cry thooo😭😭
11,2mZL747W6Wg,UC2UXDak6o7rBm23k3Vv5dww,Tech,4526,3,2,0,0,9,-0.2160687910648265,0.26611111111111113,-0.22282174562650978,2026-02-15 18:15:29+00:00,2026-02-15 17:59:31+00:00,AI is my mentor
23,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,27943,1,2,1,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-04 03:21:38+00:00,2026-02-04 03:21:38+00:00,No ...don't upload your photos in any ai app .it can misuse
22,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,24724,2,3,1,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-03 18:28:11+00:00,2026-02-04 03:21:38+00:00,"Bro ai pe itna bharosa mat karo kyuki ye gemini photo ka misuse bhi kar sakta hai isliye -"" savdhan rahiye satrak rahiye""."
23,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,27944,2,4,1,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-03 18:28:11+00:00,2026-02-04 03:21:38+00:00,"Bro ai pe itna bharosa mat karo kyuki ye gemini photo ka misuse bhi kar sakta hai isliye -"" savdhan rahiye satrak rahiye""."
22,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,24725,3,5,0,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-03 17:51:49+00:00,2026-02-04 03:21:38+00:00,Best primer for oily skin?
23,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,27945,3,6,0,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-03 17:51:49+00:00,2026-02-04 03:21:38+00:00,Best primer for oily skin?
22,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,24726,4,7,1,1,160,-0.20775645583575844,56.856944444444444,-0.1879545414244242,2026-02-06 12:13:03+00:00,2026-02-04 03:21:38+00:00,"Like if this helps: Prompt; Analyze the single image I upload Identify my exact face shape and hair type with precision. Then generate a vertical 9:16 4K 3x3 grid of hairstyle reference images directly on my face. Requirements: Analyze the uploaded image to detect: • Face shape • Hair density, texture, curl pattern, and growth direction Based on this analysis, recommend haircuts for three scenarios: • Professional or workplace • University or college • School or teenage Provide 4 haircut options per scenario, each with a short, specific explanation of why it suits my geometry and hair behavior. Additional hairstyle requirements (must include): • At least 1 middle part hairstyle • At least 2 long hairstyles (mêdium-long to long length, r ealistic for my hair type) After the recommendations, generate a 3x3 grid of haircut images, each placed realistically on my face. Technical requirements • Vertical 9:16 orientation • 4K quality • Realistic lighting • Natural hair flow and believable texture • No fantasy looks or exaggerated Al styling...."
23,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,27946,4,8,1,1,160,-0.20775645583575844,56.856944444444444,-0.1879545414244242,2026-02-06 12:13:03+00:00,2026-02-04 03:21:38+00:00,"Like if this helps: Prompt; Analyze the single image I upload Identify my exact face shape and hair type with precision. Then generate a vertical 9:16 4K 3x3 grid of hairstyle reference images directly on my face. Requirements: Analyze the uploaded image to detect: • Face shape • Hair density, texture, curl pattern, and growth direction Based on this analysis, recommend haircuts for three scenarios: • Professional or workplace • University or college • School or teenage Provide 4 haircut options per scenario, each with a short, specific explanation of why it suits my geometry and hair behavior. Additional hairstyle requirements (must include): • At least 1 middle part hairstyle • At least 2 long hairstyles (mêdium-long to long length, r ealistic for my hair type) After the recommendations, generate a 3x3 grid of haircut images, each placed realistically on my face. Technical requirements • Vertical 9:16 orientation • 4K quality • Realistic lighting • Natural hair flow and believable texture • No fantasy looks or exaggerated Al styling...."
22,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,24727,5,9,0,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-03 20:28:48+00:00,2026-02-04 03:21:38+00:00,mam photo de hi nhi rha hai
23,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,27947,5,10,1,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-03 20:28:48+00:00,2026-02-04 03:21:38+00:00,mam photo de hi nhi rha hai
22,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,24728,6,11,1,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-03 19:36:20+00:00,2026-02-04 03:21:38+00:00,Prompt
23,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,27948,6,12,1,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-03 19:36:20+00:00,2026-02-04 03:21:38+00:00,Prompt
22,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,24729,7,13,0,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-04 03:18:23+00:00,2026-02-04 03:21:38+00:00,Please suggest sulfate paraben and silicone free conditioner for dry and frizzy hair make a video on it
23,2w-iOmZigmI,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,27949,7,14,0,1,160,-0.20775645583575844,0.0,-0.2229857041672314,2026-02-04 03:18:23+00:00,2026-02-04 03:21:38+00:00,Please suggest sulfate paraben and silicone free conditioner for dry and frizzy hair make a video on it
