comment_db_id,run_id,channel_id,channel_niche,video_id,comment_rank,like_count,reply_count,comment_timestamp,cleaned_text,is_spam,is_template,is_duplicate,label_skepticism,label_proof_demand,label_normalization,analysis_skepticism,rank
30644,23,UCL1VdVcXmP5sQyVLt81QMyg,Lifestyle,13ezaoZz7mY,3,0,0,2024-12-23 00:44:10+00:00,capitalism,0,0,0,0,0,0,0,2
14490,18,UCSHZKyawb77ixDdsGog4iWA,Tech,14OPT6CcsH4,1,238,24,2025-12-31 21:27:11+00:00,Happy New Year Everyone 🥳 Thanks for all the likes may your New Year be amazing,0,0,0,0,0,0,0,1
23654,22,UCv3ZocWMnZw3aljHs4irOzA,Tech,1BEVjbO9KKo,1,2,0,2026-01-22 22:49:08+00:00,Link bruhh..,0,0,0,0,0,0,0,1
26620,23,UCv3ZocWMnZw3aljHs4irOzA,Tech,1BEVjbO9KKo,1,2,0,2026-01-22 22:49:08+00:00,Link bruhh..,0,0,0,0,0,0,0,2
23655,22,UCv3ZocWMnZw3aljHs4irOzA,Tech,1BEVjbO9KKo,2,0,1,2026-02-26 17:42:56+00:00,No video and no link?,0,0,0,0,0,0,0,3
26621,23,UCv3ZocWMnZw3aljHs4irOzA,Tech,1BEVjbO9KKo,2,0,1,2026-02-26 17:42:56+00:00,No video and no link?,0,0,0,0,0,0,0,4
23958,22,UCDma-UpDUSHV252QedH6vSg,Beauty,1BnKmdQeRg8,1,260,5,2026-01-21 03:59:30+00:00,INFLUENCERS HAVE RUINED MAKEUP! They lie and convince consumers to buy products they get for free! No authenticity anymore! Sickening.,0,0,0,0,0,0,0,1
26922,23,UCDma-UpDUSHV252QedH6vSg,Beauty,1BnKmdQeRg8,1,260,5,2026-01-21 03:59:30+00:00,INFLUENCERS HAVE RUINED MAKEUP! They lie and convince consumers to buy products they get for free! No authenticity anymore! Sickening.,0,0,0,0,0,0,0,2
23959,22,UCDma-UpDUSHV252QedH6vSg,Beauty,1BnKmdQeRg8,2,230,57,2026-01-19 23:29:08+00:00,Brands Going Under 2026 Color Pop Urban Decay Too Faced KVD Beauty Kat Von D Revlon Smash Box Huda Beauty Anastasia Eye Brows Tarte Natural line,0,0,0,0,0,0,0,3
26923,23,UCDma-UpDUSHV252QedH6vSg,Beauty,1BnKmdQeRg8,2,230,57,2026-01-19 23:29:08+00:00,Brands Going Under 2026 Color Pop Urban Decay Too Faced KVD Beauty Kat Von D Revlon Smash Box Huda Beauty Anastasia Eye Brows Tarte Natural line,0,0,0,0,0,0,0,4
23960,22,UCDma-UpDUSHV252QedH6vSg,Beauty,1BnKmdQeRg8,3,187,5,2026-01-20 00:57:33+00:00,So much of this stuff has become way too expensive and repetitive it’s just not worth it at this point !,0,0,0,0,0,0,0,5
26924,23,UCDma-UpDUSHV252QedH6vSg,Beauty,1BnKmdQeRg8,3,187,5,2026-01-20 00:57:33+00:00,So much of this stuff has become way too expensive and repetitive it’s just not worth it at this point !,0,0,0,0,0,0,0,6
31693,24,UCPn7F1Bv9TCor3DYru8Marw,Beauty,1R21ihHcSt4,1,1,0,2025-12-21 03:54:13+00:00,He's a good confronter 😊❤,0,0,0,0,0,0,0,1
14390,18,UCSHZKyawb77ixDdsGog4iWA,Tech,1SJiTwbSI58,1,1426,78,2026-03-02 00:40:37+00:00,Hey Lex! Thanks so much for having me on🙏🏻🙏🏻🙏🏻 Next time we’re playing guitar together!,0,0,0,0,0,0,0,1
32938,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,1_rQR_VeXPc,1,2,0,2025-09-06 20:18:21+00:00,"Ohhh, I really liked this one, even bough the entire dvd set…. Naughty, naughty ""Compton"" cops. It was so good, you really wanted the bad guys to prevail but also wanted justice served ,,,, and it was….❤",0,0,0,0,0,0,0,1
32939,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,1_rQR_VeXPc,2,2,0,2025-09-06 21:33:55+00:00,"Vic ""the ends justify the means"" Mackey. That show had some complex characters and serious ""drama"" in the plots! Also this would have been a good one for your theme song series! ""Livin' the good life"" 😊",0,0,0,0,0,0,0,2
32940,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,1_rQR_VeXPc,3,2,0,2025-09-06 21:57:27+00:00,Got it.❤❤❤,0,0,0,0,0,0,0,3
32161,24,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,1crk7Na2h3w,1,34103,491,2021-12-09 04:46:09+00:00,It’s amazing the people that have a dash cam and willingly release footage of their bad driving and/or road rage. Just bc you have the cam doesn’t mean you’re not the rager or bad driver,0,0,0,0,0,0,0,1
32162,24,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,1crk7Na2h3w,2,6763,91,2021-12-01 19:41:12+00:00,The second clip is legitimately endangering the lives of other people. That driver needs to be off the roads.,0,0,0,0,0,0,0,2
32163,24,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,1crk7Na2h3w,3,5750,56,2022-06-05 22:09:15+00:00,"0:42 - Ah yes, Overtaking while going around a corner on double yellow lines, truly the peak of human evolution right here not asking to cause an accident.",0,0,0,0,0,0,0,3
32164,24,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,1crk7Na2h3w,4,5673,156,2022-05-14 10:41:05+00:00,A lot of American drivers have a serious misconception with what “cutting off” and “normal merging flows of traffic” are.,0,0,0,0,0,0,0,4
32165,24,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,1crk7Na2h3w,5,5052,115,2021-12-05 20:45:27+00:00,"Can we all just take a sec to really appreciate the guy who hit a tyre on the highway! What a combination of sheer skill and luck to 360 and come within inches of the divider, you sir deserve free underwear for life",0,0,0,0,0,0,0,5
32166,24,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,1crk7Na2h3w,6,4968,46,2022-04-25 06:50:06+00:00,"Remember kids, just because you’re the one with the camera doesn’t mean you’re in the right!",0,0,0,0,0,0,0,6
31007,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,1,459,9,2025-03-06 14:37:50+00:00,And now there are already people who get fired for not knowing how to use AI.,0,0,0,1,0,0,1,1
31008,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,2,248,7,2025-03-06 14:14:57+00:00,"I hate when ai is used for this kind of stuff,especially for ""art"". Ai ""art"" is not art.",0,0,0,1,0,0,1,2
31009,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,3,243,5,2025-03-06 15:57:55+00:00,As an author this hurts me,0,0,0,1,0,0,1,3
31010,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,4,124,0,2025-03-06 14:25:15+00:00,Just because it’s easier doesn’t mean it’s better.,0,0,0,1,0,0,1,4
31011,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,5,107,2,2025-03-06 14:27:58+00:00,"My dad and stepmom totally bought winter scene AI puzzles. But here's the thing, they didn't understand it was AI. I had to take it over to them and tell them look at the snowflakes, look at these random animals playing of different sizes, look at how the shadow person on the bridge just disappears. People are going to buy them because it's a glowy photo",0,0,0,1,0,0,1,5
31012,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,6,94,7,2025-03-06 14:09:22+00:00,Let’s also not forget about mangas,0,0,0,1,0,0,1,6
31013,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,7,77,4,2025-03-06 14:06:06+00:00,Wow. There’s always that weird glossy feel with those ai images. Wow. Very weird,0,0,0,1,0,0,1,7
31014,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,8,57,3,2025-03-06 14:32:40+00:00,"Sure, real human worker might not be perfect. BUT THEY DON’T HAVE TO BE, THEY’RE HUMANS",0,0,0,1,0,0,1,8
31015,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,9,33,0,2025-03-06 19:35:36+00:00,It's literally not art the definition of art is the HUMAN expression of feeling through an illustration,0,0,0,1,0,0,1,9
31016,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,10,13,0,2025-03-06 15:24:54+00:00,"So sad. The glossy look in AI art is because the AI generator is trained on already existing AI art. AI is basically eating itself. So worried for the artists of this generation. Human creativity is so precious, but yet greedy companies chase after some glossy, fake, slop because its cheaper.",0,0,0,1,0,0,1,10
31017,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,11,13,1,2025-04-08 20:05:26+00:00,WERES THE RAINBOW FISH??? THE HUNGRY CATTERPILLAR? What happened to those 😭,0,0,0,1,0,0,1,11
31018,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,12,11,1,2025-03-06 16:05:02+00:00,Man! I remember all these wimp kids books in the 2010s! What kind of people are that lazy?!!,0,0,0,1,0,0,1,12
31019,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,13,8,0,2025-03-06 14:18:45+00:00,I am afraid for the future of society.,0,0,0,1,0,0,1,13
31020,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,14,8,0,2025-03-06 16:01:45+00:00,As someone that's published her work before and wants to publish more this hurts to see 😭,0,0,0,1,0,0,1,14
31021,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,15,8,2,2025-03-07 06:50:27+00:00,"Wtf. I am gonna pass down all my manga to my sister, she doesnt deserve ai, she deserve real drawings",0,0,0,1,0,0,1,15
31022,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,16,7,0,2025-03-06 20:44:18+00:00,"AI ""Absolute Insanity!""",0,0,0,1,0,0,1,16
31023,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,17,7,0,2025-03-06 21:16:28+00:00,NEVER FORGET THE CLASSICS❤,0,0,0,1,0,0,1,17
31024,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,18,6,4,2025-03-06 14:45:21+00:00,Kinda off topic but… I’ve never seen a soft cover for Diary of a Wimpy Kid omg😭,0,0,0,0,0,0,0,18
31025,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,19,6,0,2025-04-06 15:27:50+00:00,"My teacher enrolled me and a few of my classmates for a competition,and my team acted. Like literal human beings! Another team had their ENTIRE video made by ai . VOICES,BACKGROUNDS,IMAGES. 😭 Like what the hell?! I had to write a script,another girl edited our clip but atleast our work was made by us...not algorithms.",0,0,0,1,0,0,1,19
31026,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,1h8F_6_WDXM,20,6,0,2025-08-09 22:10:55+00:00,As a person who’s writing a book rn this is so sad😢,0,0,0,1,0,0,1,20
19229,20,UC2UXDak6o7rBm23k3Vv5dww,Tech,1kFouZyNWoc,1,45,3,2025-11-23 21:34:32+00:00,Copilot doesn’t deserve to be in this list,0,0,0,0,0,0,0,1
19230,20,UC2UXDak6o7rBm23k3Vv5dww,Tech,1kFouZyNWoc,2,22,4,2025-11-24 12:50:01+00:00,Wild to see ChatGPT beat Claude .,0,0,0,0,0,0,0,2
4561,11,UC2UXDak6o7rBm23k3Vv5dww,Tech,1uCE0uoKXL8,1,34,2,2026-02-13 04:47:14+00:00,"1. Open source models have more features now and are more available than before, also 2. we can host them ourselves locally which means more privacy, but we have to know how and they might not be that efficient unless we got really good hardware.",0,0,0,0,0,1,0,1
4563,11,UC2UXDak6o7rBm23k3Vv5dww,Tech,1uCE0uoKXL8,3,21,8,2026-02-12 15:40:28+00:00,How you're using N8N locally or paid version?,0,0,0,0,0,1,0,2
4568,11,UC2UXDak6o7rBm23k3Vv5dww,Tech,1uCE0uoKXL8,8,6,0,2026-02-24 17:10:07+00:00,"I don't how anyone can even afford to learn about AI workflows without utilizing open source models. I have my own N8N server calling open source models on my inference machine, and an rpi web server that can call my open source AI from a web domain. It's amazing how capable open source models are. They coded me some great classic games in JavaScript, and even told me exactly how to host them on my own web domain. I have NEVER paid for AI API calls.",0,0,0,0,0,1,0,3
4575,11,UC2UXDak6o7rBm23k3Vv5dww,Tech,1uCE0uoKXL8,15,1,0,2026-02-12 21:14:15+00:00,Another fake AI guru grifting on some basic N8N course...,0,0,0,1,0,0,1,4
23946,22,UCa5zi2V7oYqQ1UV0RyzKfug,Beauty,1vKbO0_AXWs,1,5,0,2025-12-08 07:44:41+00:00,Don’t you want to save that little bit so you can compare new ones to it? If you truly loved it? Or is it very basic and easy to replicate with new products,0,0,0,0,0,0,0,1
30827,24,UCU50nZ8uR7saB_-Tpr7zJLw,Tech,2-IS0mdHRcA,1,1,1,2026-02-20 15:52:00+00:00,Bro cooked deven indirectly hashtag usa 😂,0,0,0,0,0,0,0,1
30828,24,UCU50nZ8uR7saB_-Tpr7zJLw,Tech,2-IS0mdHRcA,2,1,0,2026-02-21 00:45:29+00:00,If I’m not in the USA can I use a proxy or vpn or should I not,0,0,0,0,0,0,0,2
30829,24,UCU50nZ8uR7saB_-Tpr7zJLw,Tech,2-IS0mdHRcA,3,0,0,2026-02-20 22:23:19+00:00,Just one word love ❤,0,0,0,0,0,0,0,3
32861,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,2BnImH8cLZM,1,10,0,2025-10-24 14:20:50+00:00,Thanks for reminding us that these victims are real people. We seem to focus on the person or people who do the evil and not those who have suffered because of this evil. Thank you Sarge! Happy Heavenly Birthday Shannan! 🎉❤,0,0,0,0,0,0,0,1
32862,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,2BnImH8cLZM,2,8,0,2025-10-24 15:14:26+00:00,Rest in Peace Shannan ✝️🙏💜🕯️🕊️,0,0,0,0,0,0,0,2
32863,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,2BnImH8cLZM,3,7,0,2025-10-24 17:23:16+00:00,Thank you Sarge. What a beautiful video. 💝,0,0,0,0,0,0,0,3
32865,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,2BnImH8cLZM,5,6,0,2025-10-24 18:25:09+00:00,"I was literally sobbing a little while ago listening to the song ""Independence Day"" sung by Martina McBride, thinking about how many people are abused and have their lives stolen with no way to escape and no one to help them. This is why I am drawn to True Crime, because it is about seeking justice for victims who can't seek it for themselves. Thanks, Sarge and Squad 💜🕊💔❤️‍🩹❤️‍🔥🕊💜",0,0,0,0,0,0,0,4
23719,22,UCMi2_TIHEVFWv7GBOtx6YnA,Tech,2H_8YCe2uY8,1,2,0,2024-05-20 02:13:43+00:00,Helpful for students 🎉,0,0,0,0,0,1,0,1
26685,23,UCMi2_TIHEVFWv7GBOtx6YnA,Tech,2H_8YCe2uY8,1,2,0,2024-05-20 02:13:43+00:00,Helpful for students 🎉,0,0,0,0,0,0,0,2
23720,22,UCMi2_TIHEVFWv7GBOtx6YnA,Tech,2H_8YCe2uY8,2,1,0,2024-05-19 08:49:40+00:00,For demo and other details checkout this video - https://youtu.be/gQK90ba0C-w?si=ftQOuXgTtmzwVZtj,0,0,0,0,0,0,0,3
26686,23,UCMi2_TIHEVFWv7GBOtx6YnA,Tech,2H_8YCe2uY8,2,1,0,2024-05-19 08:49:40+00:00,For demo and other details checkout this video - https://youtu.be/gQK90ba0C-w?si=ftQOuXgTtmzwVZtj,0,0,0,0,0,0,0,4
26687,23,UCMi2_TIHEVFWv7GBOtx6YnA,Tech,2H_8YCe2uY8,3,1,0,2024-05-20 03:16:27+00:00,❤❤❤❤❤,0,0,0,0,0,0,0,5
31403,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,2TQrbzVJEM8,1,459,3,2025-01-25 18:25:31+00:00,Why is that so relatable! Its always so annoying,0,0,0,0,0,0,0,1
31404,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,2TQrbzVJEM8,2,303,3,2025-01-25 19:01:27+00:00,"I never understood that. When I get food, I'm grabbing some for EVERYONE. Feeling left out is painful, I couldn't do it. My family is my tribe. 💯",0,0,0,0,0,0,0,2
31405,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,2TQrbzVJEM8,3,190,2,2025-01-25 19:32:01+00:00,"""we didn't want to wake you up""",0,0,0,0,0,0,0,3
31406,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,2TQrbzVJEM8,4,144,0,2025-01-25 18:43:49+00:00,makes me cry thooo😭😭,0,0,0,0,0,0,0,4
22271,20,UC0Ivl90_ODMVvFuuSyFcVwg,Beauty,2ajUUT0RRVA,2,130,0,2026-01-18 15:54:32+00:00,"Ashnoor is doing such a great work spreading body positivity is so much needed in this society where fake beauty standards are being promoted every single day on social media and lakhs of girls are somehow being harsh on themselves to look in a certain way mostly teenage girls , i hope it reaches every single girl who's doubting her appearance and being harsh on herself you don't need to be , just be yourself you're enough!! ❤ Love you Noor",0,0,0,0,0,0,0,1
4524,11,UC2UXDak6o7rBm23k3Vv5dww,Tech,2mZL747W6Wg,1,9,0,2026-02-15 17:59:31+00:00,Tina is gorgeous.,0,0,0,0,0,0,0,1
4526,11,UC2UXDak6o7rBm23k3Vv5dww,Tech,2mZL747W6Wg,3,3,1,2026-02-15 18:15:29+00:00,AI is my mentor,0,0,0,0,0,1,0,2
9807,11,UC2GUcyD6KYjmU_ofQtPTSSA,Beauty,2psbbrLyKso,1,2580,21,2026-02-25 20:41:16+00:00,Child influencer shouldn't be a thing,0,0,0,0,0,0,0,1
24723,22,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,2w-iOmZigmI,1,160,2,2026-02-04 03:21:38+00:00,No ...don't upload your photos in any ai app .it can misuse,0,0,0,1,0,0,1,1
27943,23,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,2w-iOmZigmI,1,160,2,2026-02-04 03:21:38+00:00,No ...don't upload your photos in any ai app .it can misuse,0,0,0,1,0,0,1,2
